feature,importance
sbert_361,0.04423947987649896
sbert_251,0.043669893306399525
sbert_15,0.043484681731708184
sbert_332,0.043303266834735975
sbert_72,0.04318412796805895
sbert_299,0.04282379558467978
sbert_38,0.04274772639599088
sbert_33,0.0422055929171838
sbert_302,0.04064321561844234
sbert_349,0.03893983058628445
sbert_304,0.03893352889119213
sbert_50,0.03819029896678521
sbert_108,0.036292922840746096
sbert_28,0.0327880240039621
sbert_270,0.031470435471032766
sbert_29,0.03133429292871854
sbert_92,0.0294924305348765
sbert_88,0.027023426685281193
sbert_67,0.026670972606038804
is_weight_low,0.02551405160934929
sbert_101,0.024686978310414578
sbert_126,0.020414206562681912
sbert_259,0.018337671570505913
sbert_181,0.018301153182162584
sbert_238,0.017875369680678314
is_height_high,0.015090343388331926
sbert_281,0.014807788297960109
sbert_169,0.014581487740441946
sbert_64,0.013547454323973277
sbert_148,0.0133358077996757
sbert_19,0.010641947066914084
sbert_110,0.009155208163642212
is_height_low,0.005120757495695309
sbert_290,0.004040695069586262
sbert_207,0.002927491624006903
sbert_149,0.0024154585135799777
sbert_368,0.0
sbert_370,0.0
sbert_369,0.0
sbert_199,0.0
sbert_191,0.0
sbert_200,0.0
sbert_201,0.0
sbert_187,0.0
sbert_352,0.0
sbert_203,0.0
sbert_202,0.0
sbert_209,0.0
sbert_366,0.0
sbert_354,0.0
sbert_356,0.0
sbert_353,0.0
sbert_350,0.0
sbert_188,0.0
sbert_189,0.0
is_height_missing,0.0
sbert_360,0.0
is_fb_meme,0.0
is_sleepiness_abnormal,0.0
is_weight_high,0.0
is_iq_low,0.0
sbert_23,0.0
sbert_186,0.0
sbert_178,0.0
sbert_172,0.0
sbert_170,0.0
sbert_171,0.0
sbert_226,0.0
sbert_227,0.0
sbert_219,0.0
sbert_213,0.0
sbert_225,0.0
sbert_220,0.0
sbert_210,0.0
sbert_162,0.0
sbert_24,0.0
sbert_163,0.0
sbert_48,0.0
sbert_47,0.0
sbert_236,0.0
sbert_233,0.0
sbert_240,0.0
sbert_241,0.0
sbert_242,0.0
sbert_237,0.0
sbert_243,0.0
sbert_253,0.0
sbert_39,0.0
sbert_26,0.0
sbert_32,0.0
sbert_35,0.0
sbert_27,0.0
sbert_30,0.0
sbert_13,0.0
sbert_9,0.0
sbert_7,0.0
sbert_262,0.0
sbert_260,0.0
sbert_255,0.0
sbert_17,0.0
sbert_14,0.0
sbert_155,0.0
sbert_156,0.0
sbert_158,0.0
sbert_20,0.0
sbert_263,0.0
sbert_16,0.0
sbert_138,0.0
sbert_136,0.0
sbert_275,0.0
sbert_274,0.0
sbert_264,0.0
sbert_277,0.0
sbert_283,0.0
sbert_285,0.0
sbert_278,0.0
sbert_279,0.0
sbert_56,0.0
sbert_133,0.0
sbert_63,0.0
sbert_40,0.0
sbert_41,0.0
sbert_44,0.0
sbert_36,0.0
sbert_37,0.0
sbert_288,0.0
sbert_69,0.0
sbert_68,0.0
sbert_66,0.0
sbert_62,0.0
sbert_113,0.0
sbert_301,0.0
sbert_297,0.0
sbert_120,0.0
sbert_127,0.0
sbert_128,0.0
sbert_303,0.0
sbert_308,0.0
sbert_310,0.0
sbert_117,0.0
sbert_293,0.0
sbert_317,0.0
sbert_94,0.0
sbert_97,0.0
sbert_96,0.0
sbert_99,0.0
sbert_100,0.0
sbert_103,0.0
sbert_106,0.0
sbert_107,0.0
sbert_109,0.0
sbert_321,0.0
sbert_323,0.0
sbert_326,0.0
sbert_327,0.0
sbert_316,0.0
sbert_295,0.0
sbert_329,0.0
sbert_328,0.0
sbert_331,0.0
sbert_334,0.0
sbert_372,0.0
sbert_373,0.0
sbert_335,0.0
sbert_337,0.0
sbert_80,0.0
sbert_81,0.0
sbert_86,0.0
sbert_89,0.0
sbert_338,0.0
sbert_340,0.0
sbert_74,0.0
sbert_75,0.0
is_weight_missing,0.0
sbert_341,0.0
is_iq_missing,0.0
is_sleepiness_missing,0.0
is_star_sign_missing,0.0
is_self_intro_missing,0.0
is_fb_missing,0.0
is_yt_missing,0.0
sbert_2,0.0
total_missing,0.0
fb_friends,0.0
sbert_5,0.0
sbert_379,0.0
sbert_380,0.0
iq,0.0
sbert_383,0.0
